Column1;aX;aY;aZ 
;-147;-748;959
;-147;-748;959
;-147;-748;959
;-226;-660;857
;-226;-660;857
;-231;-858;890
;-291;-886;955
;-291;-886;955
;-291;-886;955
;-283;-752;1059
;-283;-752;1059
;-283;-752;1059
;-220;-742;895
;-220;-742;895
;-220;-742;895
;-218;-332;618
;-218;-332;618
;-218;-332;618
;-250;-755;681
;-250;-755;681
;-250;-755;681
;-170;-551;609
;-170;-551;609
;-170;-551;609
;-348;-500;581
;-350;-753;652
;-350;-753;652
;-516;-944;667
;-516;-944;667
;-488;-895;615
;-521;-629;451
;-521;-629;451
;-521;-629;451
;-627;-841;484
;-627;-841;484
;-627;-841;484
;-521;-990;490
;-521;-990;490
;-444;-948;504
;-450;-903;429
;-415;-652;341
;-415;-652;341
;-365;-498;284
;-365;-498;284
;-365;-498;284
;-299;-580;279
;-299;-580;279
;-299;-580;279
;-258;-247;242
;-258;-247;242
;-258;-247;242
;-381;-432;499
;-481;-727;687
;-481;-727;687
;-473;-739;826
;-473;-739;826
;-473;-739;826
;-496;-741;568
;-496;-741;568
;-496;-741;568
;-463;-671;652
;-463;-671;652
;-463;-671;652
;-474;-492;501
;-474;-492;501
;-474;-492;501
;-570;-536;484
;-570;-536;484
;-570;-536;484
;-598;-605;536
;-598;-605;536
;-598;-605;536
;-509;-934;669
;-509;-934;669
;-521;-732;584
;-504;-532;487
;-473;-648;497
;-473;-648;497
;-438;-867;600
;-438;-867;600
;-438;-867;600
;-370;-575;419
;-370;-575;419
;-370;-575;419
;-274;-655;511
;-274;-655;511
;-269;-753;582
;-306;-666;533
;-306;-666;533
;-306;-666;533
;-424;-627;408
;-424;-627;408
;-424;-627;408
;-430;-249;296
;-430;-249;296
;-430;-249;296
;-441;-710;524
;-441;-710;524
;-509;-949;643
;-495;-591;755
;-495;-591;755
;-495;-591;755
;-793;-600;609
;-793;-600;609
;-793;-600;609
;-612;-884;764
;-612;-884;764
;-612;-884;764
;-650;-639;736
;-650;-639;736
;-650;-639;736
;-468;-478;519
;-468;-478;519
;-525;-427;425
;-525;-427;425
;-525;-427;425
;-456;-640;473
;-456;-640;473
;-456;-640;473
;-543;-252;294
;-537;-63;195
;-537;-63;195
;-703;-542;312
;-703;-542;312
;-703;-542;312
;-315;-968;630
;-315;-968;630
;-315;-968;630
;-601;-666;491
;-601;-666;491
;-601;-666;491
;-517;-432;352
;-517;-432;352
;-576;-421;348
;-579;-667;416
;-579;-667;416
;-579;-667;416
;-769;-728;453
;-769;-728;453
;-769;-728;453
;-686;-616;445
;-686;-616;445
;-652;-553;434
;-625;-726;496
;-625;-726;496
;-625;-726;496
;-558;-417;469
;-558;-417;469
;-558;-762;589
;-558;-762;589
;-558;-762;589
;-582;-494;523
;-582;-494;523
;-582;-494;523
;-505;-618;557
;-505;-618;557
;-505;-618;557
;-472;-586;601
;-472;-586;601
;-472;-586;601
;-479;-685;548
;-479;-685;548
;-479;-685;548
;-412;-553;619
;-412;-553;619
;-412;-553;619
;-374;-731;636
;-374;-731;636
;-374;-731;636
;-261;-539;544
;-261;-539;544
;-261;-539;544
;-451;-696;552
;-451;-696;552
;-451;-696;552
;-262;-653;525
;-262;-653;525
;-262;-653;525
;-291;-675;502
;-291;-675;502
;-283;-750;553
;-250;-835;592
;-250;-835;592
;-250;-835;592
;-203;-632;509
;-203;-632;509
;-203;-632;509
;-323;-938;509
;-323;-938;509
;-323;-938;509
;-199;-680;540
;-199;-680;540
;-178;-571;518
;-269;-807;525
;-269;-807;525
;-269;-807;525
;-163;-728;667
;-163;-728;667
;-163;-728;667
;-197;-573;543
;-197;-573;543
;-197;-573;543
;-168;-776;712
;-168;-776;712
;-218;-778;696
;-248;-717;639
;-248;-717;639
;-248;-717;639
;-246;-729;677
;-246;-729;677
;-246;-729;677
;-232;-731;641
;-232;-731;641
;-232;-731;641
;-183;-714;590
;-183;-714;590
;-295;-736;646
;-244;-783;686
;-244;-783;686
;-244;-783;686
;-228;-732;680
;-228;-732;680
;-228;-732;680
;-181;-750;688
;-181;-750;688
;-181;-750;688
;-169;-794;592
;-169;-794;592
;-134;-786;637
;-148;-654;546
;-148;-654;546
;-148;-654;546
;-92;-897;660
;-92;-897;660
;-92;-897;660
;-47;-666;628
;-47;-666;628
;-47;-666;628
;-39;-747;611
;-39;-747;611
;-25;-688;618
;-45;-667;569
;-45;-667;569
;-45;-667;569
;-31;-717;639
;-31;-717;639
;-31;-717;639
;-37;-763;676
;-37;-763;676
;-75;-841;667
;-33;-903;690
;-33;-903;690
;-34;-1070;693
;155;-745;451
;155;-745;451
;155;-745;451
;116;-560;430
;116;-560;430
;116;-560;430
;40;-1040;553
;40;-1040;553
;6;-1115;572
;-13;-844;421
;-142;-615;291
;-142;-615;291
;-224;-811;223
;-224;-811;223
;-254;-1203;341
;-254;-1203;341
;-254;-1203;341
;-277;-943;124
;-277;-943;124
;-340;-769;-3
;-322;-976;22
;-322;-976;22
;-322;-976;22
;-298;-1039;164
;-298;-1039;164
;-298;-1039;164
;-325;-852;87
;-325;-852;87
;-289;-828;77
;-289;-828;77
;-315;-892;86
;-186;-895;145
;-186;-895;145
;-186;-895;145
;-216;-994;141
;-216;-994;141
;-216;-994;141
;-213;-1011;70
;-213;-1011;70
;-213;-1011;70
;-134;-1013;103
;-183;-1021;103
;-183;-1021;103
;-226;-953;56
;-226;-953;56
;-226;-953;56
;-154;-906;48
;-154;-906;48
;-154;-906;48
;-209;-855;-49
;-209;-855;-49
;-209;-855;-49
;-204;-785;-114
;-204;-785;-114
;-222;-821;-113
;-166;-885;-32
;-166;-885;-32
;-166;-885;-32
;-235;-1031;-4
;-235;-1031;-4
;-235;-1031;-4
;-237;-913;-119
;-237;-913;-119
;-237;-913;-119
;-257;-1065;-171
;-308;-1067;-213
;-308;-1067;-213
;-377;-996;-235
;-377;-996;-235
;-377;-996;-235
;-571;-1070;-732
;-571;-1070;-732
;-571;-1070;-732
;-419;-1429;-570
;-419;-1429;-570
;-419;-1429;-570
;-238;-1451;-480
;-184;-1391;-409
;-184;-1391;-409
;-131;-1253;-299
;-131;-1253;-299
;-131;-1253;-299
;-182;-1056;-249
;-182;-1056;-249
;-182;-1056;-249
;-149;-677;-271
;-149;-677;-271
;-149;-677;-271
;-69;-641;-317
;-69;-641;-317
;-25;-617;-337
;66;-467;-399
;66;-467;-399
;66;-467;-399
;164;-159;-182
;164;-159;-182
;164;-159;-182
;232;-250;-404
;232;-250;-404
;232;-250;-404
;256;-174;-424
;367;-142;-430
;388;-67;-304
;388;-67;-304
;388;-67;-304
;395;-11;-254
;395;-11;-254
;395;-11;-254
;313;-150;-83
;313;-150;-83
;313;-150;-83
;289;-95;-33
;289;-95;-33
;273;-150;13
;115;-302;30
;115;-302;30
;115;-302;30
;117;-547;100
;117;-547;100
;117;-547;100
;-54;-688;77
;-54;-688;77
;33;-838;178
;3;-924;149
;3;-924;149
;-52;-883;508
;-269;-1188;460
;-269;-1188;460
;-269;-1188;460
;-374;-1178;425
;-374;-1178;425
;-374;-1178;425
;-287;-1411;672
;-287;-1411;672
;-287;-1411;672
;-457;-1072;466
;-457;-1072;466
;-464;-1215;555
;-478;-1221;553
;-478;-1221;553
;-478;-1221;553
;-589;-1117;612
;-589;-1117;612
;-589;-1117;612
;-596;-973;598
;-596;-973;598
;-596;-973;598
;-562;-890;589
;-562;-890;589
;-562;-890;589
;-549;-731;528
;-549;-731;528
;-549;-731;528
;-466;-691;545
;-466;-691;545
;-466;-691;545
;-441;-697;522
;-441;-697;522
;-441;-697;522
;-415;-696;544
;-415;-696;544
;-423;-620;591
;-418;-666;585
;-418;-666;585
;-418;-666;585
;-429;-619;586
;-429;-619;586
;-429;-619;586
;-518;-639;592
;-518;-639;592
;-518;-639;592
;-529;-667;573
;-529;-667;573
;-546;-643;572
;-550;-643;569
;-550;-643;569
;-550;-643;569
;-495;-657;592
;-495;-657;592
;-495;-657;592
;-464;-640;570
;-464;-640;570
;-464;-640;570
;-428;-624;554
;-428;-624;554
;-409;-619;564
;-379;-599;549
;-379;-599;549
;-379;-599;549
;-416;-638;569
;-416;-638;569
;-416;-638;569
;-412;-673;584
;-412;-673;584
;-412;-673;584
;-372;-662;561
;-351;-635;558
;-328;-685;598
;-328;-685;598
;-328;-685;598
;-302;-688;647
;-302;-688;647
;-302;-688;647
;-284;-634;586
;-284;-634;586
;-284;-634;586
;-316;-539;470
;-316;-539;470
;-381;-576;478
;-430;-688;544
;-430;-688;544
;-430;-688;544
;-458;-619;488
;-458;-619;488
;-458;-619;488
;-458;-702;566
;-458;-702;566
;-458;-702;566
;-618;-604;526
;-618;-604;526
;-608;-843;628
;-608;-843;628
;-608;-843;628
;-528;-567;540
;-528;-567;540
;-528;-567;540
;-601;-541;556
;-601;-541;556
;-598;-583;535
;-585;-563;513
;-585;-563;513
;-585;-563;513
;-546;-650;527
;-546;-650;527
;-546;-650;527
;-518;-589;464
;-518;-589;464
;-518;-589;464
;-521;-593;508
;-521;-593;508
;-550;-586;526
;-565;-646;575
;-565;-646;575
;-565;-646;575
;-511;-566;521
;-511;-566;521
;-511;-566;521
;-503;-568;539
;-503;-568;539
;-503;-568;539
;-461;-584;549
;-461;-584;549
;-487;-600;535
;-489;-604;551
;-489;-604;551
;-489;-604;551
;-575;-620;534
;-575;-620;534
;-575;-620;534
;-498;-636;566
;-498;-636;566
;-498;-636;566
;-504;-588;572
;-504;-588;572
;-504;-588;572
;-510;-566;553
;-505;-566;539
;-505;-566;539
;-518;-583;551
;-518;-583;551
;-518;-583;551
;-529;-595;550
;-529;-595;550
;-529;-595;550
;-539;-560;537
;-539;-560;537
;-510;-581;545
;-510;-581;545
;-510;-581;545
;-522;-595;542
;-522;-595;542
;-522;-595;542
;-533;-618;535
;-533;-618;535
;-533;-618;535
;-540;-589;534
;-542;-588;536
;-542;-588;536
;-526;-572;533
;-526;-572;533
;-526;-572;533
;-531;-579;535
;-531;-579;535
;-531;-579;535
;-544;-565;523
;-544;-565;523
;-544;-565;523
;-535;-587;554
;-535;-587;554
;-535;-587;554
;-524;-574;542
;-524;-574;542
;-524;-574;542
;-542;-613;549
;-542;-613;549
;-542;-613;549
;-576;-661;542
;-576;-661;542
;-576;-661;542
;-608;-604;470
;-608;-604;470
;-608;-604;470
;-556;-668;600
;-556;-668;600
;-556;-668;600
;-519;-560;529
;-519;-560;529
;-519;-560;529
;-419;-697;577
;-419;-697;577
;-419;-697;577
;-344;-717;597
;-344;-717;597
;-344;-717;597
;-409;-694;623
;-409;-694;623
;-409;-694;623
;-374;-587;586
;-374;-587;586
;-374;-587;586
;-437;-606;611
;-437;-606;611
;-437;-606;611
;-376;-670;635
;-376;-670;635
;-322;-631;595
;-305;-623;589
;-305;-623;589
;-305;-623;589
;-270;-647;621
;-270;-647;621
;-270;-647;621
;-234;-632;632
;-234;-632;632
;-234;-632;632
;-277;-667;583
;-277;-667;583
;-319;-603;613
;-326;-679;640
;-326;-679;640
;-326;-679;640
;-348;-652;600
;-348;-652;600
;-348;-652;600
;-315;-649;581
;-315;-649;581
;-315;-649;581
;-376;-673;669
;-376;-673;669
;-352;-681;648
;-372;-630;629
;-372;-630;629
;-372;-630;629
;-367;-674;674
;-367;-674;674
;-358;-695;654
;-358;-695;654
;-358;-695;654
;-318;-631;672
;-318;-631;672
;-317;-621;669
;-346;-634;626
;-346;-634;626
;-346;-634;626
;-367;-574;666
;-367;-574;666
;-367;-574;666
;-332;-630;699
;-332;-630;699
;-332;-630;699
;-261;-606;681
;-261;-606;681
;-236;-617;680
;-215;-652;693
;-246;-721;684
;-246;-721;684
;-333;-671;674
;-333;-671;674
;-333;-671;674
;-441;-675;662
;-441;-675;662
;-441;-675;662
;-442;-636;658
;-442;-636;658
;-439;-565;658
;-349;-584;644
;-349;-584;644
;-349;-584;644
;-326;-572;552
;-326;-572;552
;-326;-572;552
;-366;-581;513
;-366;-581;513
;-366;-581;513
;-391;-609;464
;-396;-573;465
;-396;-573;465
;-415;-677;568
;-415;-677;568
;-415;-677;568
;-371;-676;561
;-371;-676;561
;-371;-676;561
;-354;-634;556
;-354;-634;556
;-354;-634;556
;-351;-607;558
;-384;-607;578
;-384;-607;578
;-425;-562;606
;-425;-562;606
;-425;-562;606
;-435;-646;674
;-435;-646;674
;-435;-646;674
;-363;-693;729
;-363;-693;729
;-341;-686;697
;-327;-653;678
;-325;-629;690
;-325;-629;690
;-341;-626;714
;-341;-626;714
;-353;-657;701
;-353;-657;701
;-353;-657;701
;-323;-605;637
;-323;-605;637
;-323;-605;637
;-313;-624;653
;-304;-613;665
;-304;-613;665
;-303;-630;663
;-303;-630;663
;-303;-630;663
;-309;-624;655
;-309;-624;655
;-309;-624;655
;-329;-673;681
;-329;-673;681
;-329;-673;681
;-311;-664;681
;-308;-680;682
;-308;-680;682
;-321;-704;679
;-321;-704;679
;-321;-704;679
;-295;-707;645
;-295;-707;645
;-295;-707;645
;-284;-667;623
;-284;-667;623
;-300;-661;623
;-306;-674;633
;-276;-673;648
;-276;-673;648
;-307;-652;627
;-307;-652;627
;-307;-652;627
;-315;-661;610
;-315;-661;610
;-315;-661;610
;-308;-662;578
;-308;-662;578
;-329;-678;574
;-316;-630;593
;-316;-630;593
;-316;-630;593
;-340;-672;614
;-340;-672;614
;-340;-672;614
;-289;-757;670
;-289;-757;670
;-289;-757;670
;-255;-634;645
;-255;-634;645
;-271;-589;642
;-307;-657;690
;-307;-657;690
;-307;-657;690
;-315;-635;664
;-315;-635;664
;-315;-635;664
;-315;-659;653
;-315;-659;653
;-315;-659;653
;-348;-736;671
;-348;-736;671
;-348;-736;671
;-289;-615;611
;-289;-615;611
;-289;-615;611
;-276;-661;648
;-276;-661;648
;-276;-661;648
;-328;-701;656
;-328;-701;656
;-328;-701;656
;-346;-702;648
;-346;-702;648
;-346;-702;648
;-314;-600;596
;-314;-600;596
;-314;-600;596
;-332;-646;628
;-332;-646;628
;-332;-646;628
;-360;-635;634
;-360;-635;634
;-360;-635;634
;-361;-647;646
;-361;-647;646
;-361;-647;646
;-351;-670;673
;-351;-670;673
;-351;-670;673
;-348;-586;651
;-348;-586;651
;-348;-586;651
;-333;-575;627
;-333;-575;627
;-333;-575;627
;-331;-573;660
;-383;-576;681
;-362;-547;684
;-362;-547;684
;-362;-547;684
;-331;-600;698
;-331;-600;698
;-331;-600;698
;-305;-710;699
;-305;-710;699
;-305;-710;699
;-283;-737;690
;-305;-696;683
;-305;-696;683
;-324;-639;677
;-324;-639;677
;-324;-639;677
;-321;-597;693
;-321;-597;693
;-321;-597;693
;-319;-600;717
;-319;-600;717
;-319;-600;717
;-322;-604;693
;-322;-604;693
;-322;-604;693
;-346;-575;666
;-346;-575;666
;-346;-575;666
;-326;-631;707
;-326;-631;707
;-326;-631;707
;-331;-558;684
;-331;-558;684
;-331;-558;684
;-358;-622;697
;-358;-622;697
;-358;-622;697
;-371;-599;693
;-384;-624;692
;-384;-624;692
;-347;-652;708
;-347;-652;708
;-347;-652;708
;-330;-600;664
;-330;-600;664
;-330;-600;664
;-344;-589;655
;-332;-600;644
;-332;-600;644
;-345;-613;638
;-345;-613;638
;-345;-613;638
;-334;-620;652
;-334;-620;652
;-334;-620;652
;-350;-574;659
;-350;-574;659
;-350;-574;659
;-340;-626;665
;-340;-626;665
;-340;-626;665
;-342;-685;687
;-342;-685;687
;-342;-685;687
;-340;-660;667
;-340;-660;667
;-340;-660;667
;-308;-647;666
;-308;-647;666
;-308;-647;666
;-284;-800;680
;-284;-800;680
;-235;-826;655
;-215;-691;636
;-215;-691;636
;-215;-691;636
;-209;-813;784
;-209;-813;784
;-209;-813;784
;-181;-776;676
;-181;-776;676
;-181;-776;676
;-175;-683;660
;-175;-683;660
;-191;-710;663
;-155;-755;702
;-155;-755;702
;-155;-755;702
;-203;-753;643
;-203;-753;643
;-203;-753;643
;-201;-702;600
;-201;-702;600
;-215;-787;609
;-224;-857;615
;-224;-857;615
;-209;-860;630
;-202;-738;533
;-202;-738;533
;-202;-738;533
;-162;-819;589
;-162;-819;589
;-162;-819;589
;-140;-868;595
;-140;-868;595
;-140;-868;595
;-106;-816;520
;-84;-870;572
;-84;-870;572
;-91;-816;497
;-91;-816;497
;-91;-816;497
;-120;-861;474
;-120;-861;474
;-120;-861;474
;-117;-963;491
;-117;-963;491
;-88;-926;490
;-58;-948;473
;-58;-948;473
;-108;-992;440
;-157;-953;446
;-157;-953;446
;-157;-953;446
;-177;-953;318
;-177;-953;318
;-177;-953;318
;-145;-971;363
;-145;-971;363
;-145;-971;363
;-168;-918;284
;-151;-925;276
;-151;-925;276
;-102;-946;229
;-102;-946;229
;-102;-946;229
;-144;-946;171
;-144;-946;171
;-144;-946;171
;-85;-993;153
;-85;-993;153
;-85;-993;153
;-117;-984;109
;-117;-984;109
;-103;-942;68
;-36;-1012;12
;-36;-1012;12
;-36;-1012;12
;-16;-991;-14
;-16;-991;-14
;-16;-991;-14
;11;-920;-52
;11;-920;-52
;11;-920;-52
;15;-915;-56
;0;-916;-57
;0;-916;-57
;-17;-553;-1067
;-17;-553;-1067
;-17;-553;-1067
;148;-709;-408
;148;-709;-408
;148;-709;-408
;102;-815;-348
;102;-815;-348
;102;-815;-348
;133;-770;-399
;133;-770;-399
;163;-776;-415
;148;-819;-406
;148;-819;-406
;201;-731;-470
;201;-731;-470
;201;-731;-470
;218;-699;-485
;218;-699;-485
;218;-699;-485
;216;-695;-464
;207;-694;-477
;207;-694;-477
;247;-670;-540
;247;-670;-540
;247;-670;-540
;259;-585;-529
;259;-585;-529
;259;-585;-529
;221;-581;-525
;221;-581;-525
;246;-600;-524
;246;-605;-532
;246;-605;-532
;246;-605;-532
;271;-586;-558
;271;-586;-558
;271;-586;-558
;277;-569;-614
;277;-569;-614
;277;-569;-614
;293;-679;-527
;293;-679;-527
;293;-679;-527
;306;-623;-589
;306;-623;-589
;329;-611;-614
;317;-627;-592
;317;-627;-592
;317;-627;-592
;314;-662;-616
;314;-662;-616
;314;-662;-616
;206;-545;-668
;206;-545;-668
;206;-545;-668
;312;-534;-655
;312;-534;-655
;312;-534;-655
;298;-652;-641
;298;-652;-641
;298;-652;-641
;265;-713;-586
;265;-713;-586
;265;-713;-586
;292;-712;-611
;300;-683;-595
;300;-683;-595
;235;-616;-604
;227;-689;-624
;227;-689;-624
;218;-686;-636
;218;-686;-636
;218;-686;-636
;258;-710;-575
;258;-710;-575
;237;-658;-600
;237;-658;-600
;237;-658;-600
;215;-795;-589
;215;-795;-589
;215;-795;-589
;188;-659;-619
;188;-659;-619
;188;-659;-619
;213;-726;-606
;213;-726;-606
;213;-726;-606
;234;-717;-584
;234;-717;-584
;249;-724;-577
;228;-711;-628
;227;-705;-646
;227;-705;-646
;232;-816;-587
;232;-816;-587
;232;-816;-587
;209;-735;-612
;209;-735;-612
;209;-735;-612
;205;-723;-604
;205;-723;-604
;205;-723;-604
;211;-685;-607
;227;-674;-588
;227;-674;-588
;213;-684;-607
;213;-684;-607
;213;-684;-607
;220;-701;-606
;220;-701;-606
;220;-701;-606
;198;-707;-597
;198;-707;-597
;187;-692;-602
;191;-711;-632
;191;-711;-632
;191;-711;-632
;198;-692;-608
;198;-692;-608
;198;-692;-608
;213;-690;-612
;213;-690;-612
;213;-690;-612
;184;-716;-609
;184;-716;-609
;191;-705;-612
;199;-674;-630
;199;-674;-630
;199;-674;-630
;189;-679;-622
;189;-679;-622
;189;-679;-622
;169;-675;-623
;169;-675;-623
;169;-675;-623
;183;-721;-619
;183;-721;-619
;193;-703;-619
;203;-702;-610
;203;-702;-610
;203;-702;-610
;192;-677;-613
;192;-677;-613
;192;-677;-613
;210;-722;-591
;210;-722;-591
;210;-722;-591
;197;-696;-594
;181;-690;-615
;181;-690;-615
;186;-680;-625
;186;-680;-625
;186;-680;-625
;198;-696;-612
;198;-696;-612
;198;-696;-612
;197;-724;-596
;197;-724;-596
;197;-724;-596
;196;-691;-608
;196;-691;-608
;198;-700;-621
;186;-689;-608
;186;-689;-608
;186;-689;-608
;178;-704;-610
;178;-704;-610
;178;-704;-610
;185;-671;-597
;185;-671;-597
;185;-671;-597
;210;-674;-610
;210;-674;-610
;210;-674;-610
;181;-756;-602
;181;-756;-602
;181;-756;-602
;165;-691;-598
;165;-691;-598
;165;-691;-598
;165;-720;-588
;165;-720;-588
;171;-672;-604
;192;-712;-582
;192;-712;-582
;150;-698;-594
;150;-698;-594
;150;-698;-594
;169;-781;-562
;169;-781;-562
;169;-781;-562
;146;-671;-580
;146;-671;-580
;170;-666;-568
;160;-735;-580
;160;-735;-580
;160;-735;-580
;128;-750;-613
;128;-750;-613
;128;-750;-613
;145;-783;-572
;145;-783;-572
;145;-783;-572
;170;-654;-565
;170;-654;-565
;170;-654;-565
;131;-742;-580
;131;-742;-580
;131;-742;-580
;141;-713;-567
;141;-713;-567
;127;-742;-557
;127;-742;-557
;127;-742;-557
;45;-637;-596
;45;-637;-596
;45;-637;-596
;139;-718;-488
;139;-718;-488
;139;-718;-488
;44;-679;-520
;44;-679;-520
;44;-679;-520
;186;-792;-519
;186;-792;-519
;186;-792;-519
;177;-701;-562
;177;-701;-562
;177;-701;-562
;194;-858;-449
;194;-858;-449
;194;-858;-449
;184;-711;-529
;184;-711;-529
;184;-711;-529
;267;-765;-499
;267;-765;-499
;267;-765;-499
;216;-919;-477
;216;-919;-477
;216;-919;-477
;243;-894;-500
;243;-894;-500
;332;-908;-519
;274;-850;-486
;274;-850;-486
;274;-850;-486
;213;-868;-480
;213;-868;-480
;213;-868;-480
;257;-718;-508
;257;-718;-508
;257;-718;-508
;228;-761;-482
;228;-761;-482
;228;-761;-482
;63;-804;-534
;63;-804;-534
;63;-804;-534
;161;-930;-496
;161;-930;-496
;161;-930;-496
;220;-872;-499
;220;-872;-499
;220;-872;-499
;34;-753;-573
;75;-622;-521
;75;-622;-521
;147;-810;-479
;147;-810;-479
;147;-810;-479
;219;-949;-496
;219;-949;-496
;219;-949;-496
;30;-733;-525
;30;-733;-525
;30;-733;-525
;117;-674;-457
;117;-674;-457
;99;-681;-463
;304;-803;-573
;304;-803;-573
;304;-803;-573
;97;-861;-556
;97;-861;-556
;97;-861;-556
;8;-823;-490
;8;-823;-490
;51;-807;-545
;-22;-783;-600
;-8;-757;-623
;-8;-757;-623
;101;-895;-621
;101;-895;-621
;101;-895;-621
;216;-661;-668
;216;-661;-668
;216;-661;-668
;191;-697;-617
;191;-697;-617
;191;-697;-617
;89;-590;-661
;89;-590;-661
;89;-590;-661
;24;-673;-654
;24;-673;-654
;24;-673;-654
;91;-649;-610
;91;-649;-610
;91;-649;-610
;-13;-486;-685
;-13;-486;-685
;124;-598;-624
;68;-662;-587
;-62;-498;-628
;-62;-498;-628
;54;-750;-714
;54;-750;-714
;54;-750;-714
;68;-584;-653
;68;-584;-653
;68;-584;-653
;45;-644;-662
;45;-644;-662
;-29;-650;-698
;67;-584;-654
;67;-584;-654
;67;-584;-654
;-140;-581;-708
;-140;-581;-708
;-140;-581;-708
;72;-829;-585
;72;-829;-585
;72;-829;-585
;-46;-543;-684
;-46;-543;-684
;-130;-754;-646
;-89;-624;-610
;-89;-624;-610
;-89;-624;-610
;-62;-603;-651
;-62;-603;-651
;-62;-603;-651
;-80;-813;-676
;-80;-813;-676
;-80;-813;-676
;-17;-575;-658
;-17;-575;-658
;-17;-575;-658
;-46;-699;-620
;-46;-699;-620
;-69;-740;-610
;-69;-740;-610
;-69;-740;-610
;-39;-667;-648
;-39;-667;-648
;-39;-667;-648
;-213;-688;-753
;-213;-688;-753
;-119;-645;-683
;-42;-686;-685
;-42;-686;-685
;-42;-686;-685
;-82;-657;-652
;-82;-657;-652
;-82;-657;-652
;-122;-585;-658
;-122;-585;-658
;-122;-585;-658
;-146;-578;-657
;-127;-578;-665
;-127;-578;-665
;-86;-600;-708
;-86;-600;-708
;-86;-600;-708
;-111;-578;-686
;-111;-578;-686
;-111;-578;-686
;-81;-490;-656
;-81;-490;-656
;-81;-490;-656
;-37;-587;-705
;-37;-587;-705
;-37;-587;-705
;-81;-493;-765
;-81;-493;-765
;-81;-493;-765
;-58;-562;-722
;-58;-562;-722
;-58;-562;-722
;-67;-542;-680
;-67;-542;-680
;-67;-542;-680
;-34;-523;-724
;-34;-523;-724
;-34;-523;-724
;-29;-625;-785
;-29;-625;-785
;-29;-625;-785
;-11;-686;-716
;-11;-686;-716
;-11;-686;-716
;-107;-513;-711
;-107;-513;-711
;-107;-513;-711
;-83;-623;-738
;-83;-623;-738
;-83;-623;-738
;-34;-644;-737
;-34;-644;-737
;-34;-644;-737
;-78;-542;-748
;-78;-542;-748
;-78;-542;-748
;-12;-555;-714
;-12;-555;-714
;-12;-555;-714
;-21;-569;-723
;-21;-569;-723
;12;-571;-722
;-107;-492;-746
;-107;-492;-746
;-107;-492;-746
;-1;-567;-717
;-1;-567;-717
;-1;-567;-717
;-91;-568;-745
;-91;-568;-745
;-91;-568;-745
;-46;-563;-721
;-46;-563;-721
;-118;-580;-748
;-4;-556;-714
;-4;-556;-714
;-4;-556;-714
;-83;-599;-771
;-83;-599;-771
;-83;-599;-771
;-27;-605;-724
;-27;-605;-724
;-27;-605;-724
;-68;-556;-746
;-68;-556;-746
;-46;-540;-719
;-136;-548;-749
;-136;-548;-749
;-136;-548;-749
;29;-491;-724
;29;-491;-724
;29;-491;-724
;-104;-585;-787
;-104;-585;-787
;-104;-585;-787
;-129;-545;-754
;-129;-545;-754
;-129;-545;-754
;-16;-539;-721
;-16;-539;-721
;-16;-539;-721
;-108;-598;-752
;-108;-598;-752
;-108;-598;-752
;-50;-512;-740
;-50;-512;-740
;-50;-512;-740
;-68;-563;-779
;-68;-563;-779
;-46;-532;-779
;-69;-539;-713
;-69;-539;-713
;-69;-539;-713
;-119;-595;-718
;-119;-595;-718
;-119;-595;-718
;-34;-499;-739
;-34;-499;-739
;-34;-499;-739
;-58;-544;-756
;-58;-544;-756
;-51;-543;-749
;-110;-539;-752
;-110;-539;-752
;-110;-539;-752
;-9;-516;-770
;-9;-516;-770
;-9;-516;-770
;-76;-542;-752
;-76;-542;-752
;-76;-542;-752
;-40;-512;-754
;-40;-512;-754
;-92;-560;-754
;-88;-596;-756
;-88;-596;-756
;-88;-596;-756
;-58;-523;-773
;-58;-523;-773
;-58;-523;-773
;-46;-550;-751
;-46;-550;-751
;-46;-550;-751
;-60;-505;-748
;-60;-505;-748
;-78;-510;-743
;-76;-528;-740
;-76;-528;-740
;-76;-528;-740
;-60;-533;-762
;-60;-533;-762
;-60;-533;-762
;-42;-543;-767
;-42;-543;-767
