aX,aY,aZ,gX,gY,gZ
-0.311,-3.280,-8.543,0.155,0.155,0.155
0.034,-3.294,-8.054,-2.642,-2.642,-2.642
-0.081,-3.390,-8.073,-2.545,-2.545,-2.545
-0.584,-3.769,-8.816,-2.234,-2.234,-2.234
-0.479,-3.510,-9.749,-3.614,-3.614,-3.614
-0.479,-3.510,-9.749,-3.614,-3.614,-3.614
-0.670,-2.643,-10.142,-2.934,-2.934,-2.934
-0.445,-2.385,-9.548,2.409,2.409,2.409
-0.445,-2.806,-8.945,6.858,6.858,6.858
-0.488,-2.959,-8.614,6.742,6.742,6.742
-0.436,-2.840,-8.667,1.438,1.438,1.438
-0.599,-3.079,-8.931,-0.991,-0.991,-0.991
-0.733,-2.921,-9.294,-1.807,-1.807,-1.807
-0.766,-2.816,-9.496,0.136,0.136,0.136
-0.814,-2.873,-9.457,2.370,2.370,2.370
-0.867,-2.916,-9.596,3.478,3.478,3.478
-0.675,-2.830,-9.519,5.187,5.187,5.187
-0.675,-2.830,-9.519,5.187,5.187,5.187
-0.541,-2.322,-8.950,3.419,3.419,3.419
-0.364,-2.677,-8.873,6.081,6.081,6.081
-0.364,-2.677,-8.873,6.081,6.081,6.081
-0.302,-2.959,-9.194,3.458,3.458,3.458
-0.326,-2.883,-8.911,-0.797,-0.797,-0.797
-0.326,-3.098,-8.849,-0.233,-0.233,-0.233
-0.445,-3.390,-9.079,1.321,1.321,1.321
-0.498,-3.328,-9.333,2.059,2.059,2.059
-0.302,-3.510,-9.223,1.710,1.710,1.710
-0.177,-3.668,-8.835,0.039,0.039,0.039
-0.345,-3.979,-8.969,-0.447,-0.447,-0.447
-0.211,-3.668,-8.926,0.369,0.369,0.369
-0.273,-3.577,-9.170,0.369,0.369,0.369
-0.364,-3.414,-9.381,0.155,0.155,0.155
-0.287,-2.974,-9.309,1.146,1.146,1.146
-0.359,-3.127,-8.954,1.535,1.535,1.535
-0.268,-2.782,-9.290,2.021,2.021,2.021
-0.297,-3.093,-9.060,2.195,2.195,2.195
-0.374,-3.294,-9.002,1.846,1.846,1.846
-0.340,-3.199,-9.089,-0.447,-0.447,-0.447
-0.594,-3.290,-9.572,-3.186,-3.186,-3.186
-0.651,-2.921,-9.615,-1.632,-1.632,-1.632
-0.565,-2.691,-9.256,0.874,0.874,0.874
